year,month,lat,lon,sst
2021,1,-77.94500732421875,-179.94500732421875,-0.581231951713562
2021,1,-77.94500732421875,-177.94500732421875,-0.7600426077842712
2021,1,-77.94500732421875,-175.94500732421875,-0.9125183820724487
2021,1,-77.94500732421875,-173.94500732421875,-1.0315190553665161
2021,1,-77.94500732421875,-171.94500732421875,-1.1013903617858887
2021,1,-77.94500732421875,-169.94500732421875,-1.1147890090942383
2021,1,-77.94500732421875,-167.94500732421875,-1.0674151182174683
2021,1,-77.94500732421875,-165.94500732421875,-0.99173903465271
2021,1,-77.94500732421875,-163.94500732421875,-0.9386644959449768
2021,1,-77.94500732421875,-161.94500732421875,-0.9601225256919861
2021,1,-77.94500732421875,-45.94499969482422,-1.7961541414260864
2021,1,-77.94500732421875,-43.94499969482422,-1.7979915142059326
2021,1,-77.94500732421875,-39.94499969482422,-1.7924631834030151
2021,1,-77.94500732421875,-37.94499969482422,-1.7773107290267944
2021,1,-77.94500732421875,-35.94499969482422,-1.7319587469100952
2021,1,-77.94500732421875,178.05499267578125,-0.4047170877456665
2021,1,-75.94500732421875,-179.94500732421875,-0.3345458209514618
2021,1,-75.94500732421875,-177.94500732421875,-0.7353674173355103
2021,1,-75.94500732421875,-175.94500732421875,-1.1474673748016357
2021,1,-75.94500732421875,-173.94500732421875,-1.4411706924438477
2021,1,-75.94500732421875,-171.94500732421875,-1.5829548835754395
2021,1,-75.94500732421875,-169.94500732421875,-1.5877764225006104
2021,1,-75.94500732421875,-167.94500732421875,-1.4873857498168945
2021,1,-75.94500732421875,-165.94500732421875,-1.3212954998016357
2021,1,-75.94500732421875,-163.94500732421875,-1.1291767358779907
2021,1,-75.94500732421875,-161.94500732421875,-1.057478666305542
2021,1,-75.94500732421875,-159.94500732421875,-1.085637092590332
2021,1,-75.94500732421875,-157.94500732421875,-1.104873538017273
2021,1,-75.94500732421875,-155.94500732421875,-0.9188899993896484
2021,1,-75.94500732421875,-153.94500732421875,-0.8029819130897522
2021,1,-75.94500732421875,-151.94500732421875,-1.4167680740356445
2021,1,-75.94500732421875,-149.94500732421875,-1.7823841571807861
2021,1,-75.94500732421875,-147.94500732421875,-1.7714765071868896
2021,1,-75.94500732421875,-55.94499969482422,-1.7959489822387695
2021,1,-75.94500732421875,-53.94499969482422,-1.7999906539916992
2021,1,-75.94500732421875,-51.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-49.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-47.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-45.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-43.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-41.94499969482422,-1.7999677658081055
2021,1,-75.94500732421875,-39.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-37.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-35.94499969482422,-1.7999999523162842
2021,1,-75.94500732421875,-33.94499969482422,-1.7686854600906372
2021,1,-75.94500732421875,-31.944997787475586,-1.5111948251724243
2021,1,-75.94500732421875,-29.944997787475586,-1.122942566871643
2021,1,-75.94500732421875,-27.94500160217285,-1.2753506898880005
2021,1,-75.94500732421875,164.05499267578125,-0.4148090183734894
2021,1,-75.94500732421875,166.05499267578125,-0.038510967046022415
2021,1,-75.94500732421875,168.05499267578125,0.5454961061477661
2021,1,-75.94500732421875,170.05499267578125,1.0995906591415405
2021,1,-75.94500732421875,172.05499267578125,0.8286461234092712
2021,1,-75.94500732421875,174.05499267578125,0.5479922294616699
2021,1,-75.94500732421875,176.05499267578125,0.2734319269657135
2021,1,-75.94500732421875,178.05499267578125,-0.002845806535333395
2021,1,-73.94500732421875,-179.94500732421875,-0.3282771110534668
2021,1,-73.94500732421875,-177.94500732421875,-0.9409158229827881
2021,1,-73.94500732421875,-175.94500732421875,-1.5212042331695557
2021,1,-73.94500732421875,-173.94500732421875,-1.7586629390716553
2021,1,-73.94500732421875,-171.94500732421875,-1.7999999523162842
2021,1,-73.94500732421875,-169.94500732421875,-1.7998613119125366
2021,1,-73.94500732421875,-167.94500732421875,-1.7998528480529785
2021,1,-73.94500732421875,-165.94500732421875,-1.7964038848876953
2021,1,-73.94500732421875,-163.94500732421875,-1.7865509986877441
2021,1,-73.94500732421875,-161.94500732421875,-1.7854325771331787
2021,1,-73.94500732421875,-159.94500732421875,-1.7927048206329346
2021,1,-73.94500732421875,-157.94500732421875,-1.796873927116394
2021,1,-73.94500732421875,-155.94500732421875,-1.7841012477874756
2021,1,-73.94500732421875,-153.94500732421875,-1.776038408279419
2021,1,-73.94500732421875,-151.94500732421875,-1.7389322519302368
2021,1,-73.94500732421875,-149.94500732421875,-1.7429981231689453
2021,1,-73.94500732421875,-147.94500732421875,-1.7744009494781494
2021,1,-73.94500732421875,-145.94500732421875,-1.791187047958374
2021,1,-73.94500732421875,-143.94500732421875,-1.7997448444366455
2021,1,-73.94500732421875,-141.94500732421875,-1.7940425872802734
2021,1,-73.94500732421875,-139.94500732421875,-1.785442590713501
2021,1,-73.94500732421875,-137.94500732421875,-1.786156177520752
2021,1,-73.94500732421875,-135.94500732421875,-1.7901328802108765
2021,1,-73.94500732421875,-133.94500732421875,-1.7972406148910522
2021,1,-73.94500732421875,-131.94500732421875,-1.7999999523162842
2021,1,-73.94500732421875,-129.94500732421875,-1.7999999523162842
2021,1,-73.94500732421875,-127.94500732421875,-1.7999999523162842
2021,1,-73.94500732421875,-117.94500732421875,-1.397253155708313
2021,1,-73.94500732421875,-115.94500732421875,-1.1325129270553589
2021,1,-73.94500732421875,-111.94500732421875,-1.3782354593276978
2021,1,-73.94500732421875,-109.94500732421875,-1.670156478881836
2021,1,-73.94500732421875,-107.94500732421875,-1.7584751844406128
2021,1,-73.94500732421875,-105.94500732421875,-1.7909960746765137
2021,1,-73.94500732421875,-103.94500732421875,-1.7961251735687256
2021,1,-73.94500732421875,-59.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-57.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-55.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-53.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-51.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-49.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-47.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-45.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-43.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-41.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-39.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-37.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-35.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-33.94499969482422,-1.7999999523162842
2021,1,-73.94500732421875,-31.944997787475586,-1.795961618423462
2021,1,-73.94500732421875,-29.944997787475586,-1.780181646347046
2021,1,-73.94500732421875,-27.94500160217285,-1.7841551303863525
2021,1,-73.94500732421875,-25.94500160217285,-1.791715145111084
2021,1,-73.94500732421875,-23.94499969482422,-1.7919034957885742
2021,1,-73.94500732421875,-21.94499969482422,-1.7938470840454102
2021,1,-73.94500732421875,166.05499267578125,-1.1758140325546265
2021,1,-73.94500732421875,168.05499267578125,-1.308733582496643
2021,1,-73.94500732421875,170.05499267578125,-0.5030603408813477
2021,1,-73.94500732421875,172.05499267578125,0.610023558139801
2021,1,-73.94500732421875,174.05499267578125,0.8594613075256348
2021,1,-73.94500732421875,176.05499267578125,0.45652031898498535
2021,1,-73.94500732421875,178.05499267578125,0.060950323939323425
2021,1,-71.94500732421875,-179.94500732421875,-0.8488864302635193
2021,1,-71.94500732421875,-177.94500732421875,-1.1784148216247559
2021,1,-71.94500732421875,-175.94500732421875,-1.4137200117111206
2021,1,-71.94500732421875,-173.94500732421875,-1.6178570985794067
2021,1,-71.94500732421875,-171.94500732421875,-1.7773048877716064
2021,1,-71.94500732421875,-169.94500732421875,-1.7999989986419678
2021,1,-71.94500732421875,-167.94500732421875,-1.741583228111267
2021,1,-71.94500732421875,-165.94500732421875,-1.5880061388015747
2021,1,-71.94500732421875,-163.94500732421875,-1.464387059211731
2021,1,-71.94500732421875,-161.94500732421875,-1.3365545272827148
2021,1,-71.94500732421875,-159.94500732421875,-1.2808287143707275
2021,1,-71.94500732421875,-157.94500732421875,-1.2808173894882202
2021,1,-71.94500732421875,-155.94500732421875,-1.3165687322616577
2021,1,-71.94500732421875,-153.94500732421875,-1.3887754678726196
2021,1,-71.94500732421875,-151.94500732421875,-1.5121018886566162
2021,1,-71.94500732421875,-149.94500732421875,-1.5944209098815918
2021,1,-71.94500732421875,-147.94500732421875,-1.678443193435669
2021,1,-71.94500732421875,-145.94500732421875,-1.7383058071136475
2021,1,-71.94500732421875,-143.94500732421875,-1.749277114868164
2021,1,-71.94500732421875,-141.94500732421875,-1.7563941478729248
2021,1,-71.94500732421875,-139.94500732421875,-1.7318328619003296
2021,1,-71.94500732421875,-137.94500732421875,-1.7223870754241943
2021,1,-71.94500732421875,-135.94500732421875,-1.7032390832901
2021,1,-71.94500732421875,-133.94500732421875,-1.7129206657409668
2021,1,-71.94500732421875,-131.94500732421875,-1.75639808177948
2021,1,-71.94500732421875,-129.94500732421875,-1.7972816228866577
2021,1,-71.94500732421875,-127.94500732421875,-1.799705147743225
2021,1,-71.94500732421875,-125.94500732421875,-1.7993780374526978
2021,1,-71.94500732421875,-123.94500732421875,-1.7989306449890137
2021,1,-71.94500732421875,-121.94500732421875,-1.7988587617874146
2021,1,-71.94500732421875,-119.94500732421875,-1.7979241609573364
2021,1,-71.94500732421875,-117.94500732421875,-1.7893861532211304
2021,1,-71.94500732421875,-115.94500732421875,-1.7801631689071655
2021,1,-71.94500732421875,-113.94500732421875,-1.795348048210144
2021,1,-71.94500732421875,-111.94500732421875,-1.7990680932998657
2021,1,-71.94500732421875,-109.94500732421875,-1.7994303703308105
2021,1,-71.94500732421875,-107.94500732421875,-1.7997490167617798
2021,1,-71.94500732421875,-105.94500732421875,-1.79984712600708
2021,1,-71.94500732421875,-103.94500732421875,-1.7988686561584473
2021,1,-71.94500732421875,-101.94500732421875,-1.7999999523162842
2021,1,-71.94500732421875,-97.94500732421875,-1.7999999523162842
2021,1,-71.94500732421875,-95.94500732421875,-1.7999999523162842
2021,1,-71.94500732421875,-93.94500732421875,-1.7977170944213867
2021,1,-71.94500732421875,-91.94500732421875,-1.7986207008361816
2021,1,-71.94500732421875,-89.94500732421875,-1.7983548641204834
2021,1,-71.94500732421875,-87.94500732421875,-1.798598051071167
2021,1,-71.94500732421875,-85.94500732421875,-1.7998747825622559
2021,1,-71.94500732421875,-83.94500732421875,-1.7999999523162842
2021,1,-71.94500732421875,-81.94500732421875,-1.79999577999115
2021,1,-71.94500732421875,-79.94500732421875,-1.799991250038147
2021,1,-71.94500732421875,-77.94500732421875,-1.799349308013916
2021,1,-71.94500732421875,-75.94500732421875,-1.725911259651184
2021,1,-71.94500732421875,-59.94499969482422,-1.7999131679534912
2021,1,-71.94500732421875,-57.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-55.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-53.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-51.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-49.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-47.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-45.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-43.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-41.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-39.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-37.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-35.94499969482422,-1.7999889850616455
2021,1,-71.94500732421875,-33.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-31.944997787475586,-1.7999999523162842
2021,1,-71.94500732421875,-29.944997787475586,-1.7980477809906006
2021,1,-71.94500732421875,-27.94500160217285,-1.7943154573440552
2021,1,-71.94500732421875,-25.94500160217285,-1.7837077379226685
2021,1,-71.94500732421875,-23.94499969482422,-1.7924309968948364
2021,1,-71.94500732421875,-21.94499969482422,-1.7999999523162842
2021,1,-71.94500732421875,-19.94499969482422,-1.7997947931289673
2021,1,-71.94500732421875,-17.94499969482422,-1.799716830253601
